OBJECT_ID,SEMIMAJOR_AXIS,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION,PERIOD,VELOCITY_PERIGEE,VELOCITY_APOGEE,RCS_SIZE,OBJECT_TYPE
1993-036BEC,7131.116,0.0023298,74.0296,111.113,186.1663,173.921,14.41672281,5993.040244907088,7.493798244734678,7.458961305534459,SMALL,DEBRIS
1993-036BED,7123.992,0.0112507,74.0597,346.7064,11.5762,348.7941,14.43835096,5984.062878050446,7.564730600415228,7.396407325947103,SMALL,DEBRIS
1993-036BEF,6934.061,0.0067096,73.9684,124.8065,92.4978,268.3894,15.03561808,5746.35505772304,7.632890909437393,7.531146285474413,SMALL,DEBRIS
1993-036BEL,7065.712,0.0087561,74.0217,169.5077,320.3837,39.0951,14.61735833,5910.780734072625,7.5769387037740294,7.445401589928342,SMALL,DEBRIS
1993-036BEP,7039.52,0.005955,73.8842,54.0506,17.5544,355.3262,14.69901463,5877.9450306595145,7.569786825261409,7.480164365917937,SMALL,DEBRIS
1993-036BEQ,6944.902,0.0146773,74.0405,77.7373,149.0297,211.9651,15.00042541,5759.836647192795,7.687950025189149,7.465537739224522,SMALL,DEBRIS
1993-036BEU,7133.95,0.0042746,73.9813,143.7156,261.7373,97.8934,14.40813021,5996.6143240455895,7.506893562295332,7.442988795170109,SMALL,DEBRIS
1993-036BEW,7157.046,0.0040189,74.0054,183.4738,286.3614,73.3121,14.33844408,6025.758409904123,7.4928554918224854,7.432870491667438,SMALL,DEBRIS
1997-051XC,7038.052,0.0019403,86.3667,279.7566,343.8755,16.1841,14.70361212,5876.107128973965,7.540242221851399,7.511038222405406,SMALL,DEBRIS
1999-025DXN,7434.703,0.0295489,98.417,275.3406,155.4325,206.1227,13.54276465,6379.790407123408,7.541777965358336,7.10886750734983,SMALL,DEBRIS
1999-025DXP,7449.047,0.0320709,98.5053,277.3679,347.0877,12.2189,13.50366708,6398.262004545806,7.553557782057403,7.084114459369816,SMALL,DEBRIS
1999-025DXR,7356.0,0.0274656,96.1243,228.3839,312.4427,45.3796,13.76068966,6278.755072222158,7.566224202484607,7.161712581938359,SMALL,DEBRIS
1999-025DXW,7238.856,0.006164,99.03,356.9638,288.987,70.4627,14.09606285,6129.371081798206,7.466394207247897,7.374912393361739,SMALL,DEBRIS
1999-025DXY,6954.831,0.0120812,99.4938,34.0642,194.6564,165.1139,14.96831481,5772.192868517041,7.662538497477417,7.479603254542911,SMALL,DEBRIS
1999-025DYA,7449.743,0.0346845,97.4301,70.2327,206.9693,151.3049,13.50177441,6399.158908773384,7.572993706123228,7.065272753117687,SMALL,DEBRIS
1999-025DYB,7101.344,0.0132354,99.3882,242.9559,243.0142,115.7483,14.50747885,5955.548920204008,7.591839532144902,7.393502535739623,SMALL,DEBRIS
1999-025DYC,7178.318,0.0084508,98.7629,12.4379,231.8179,127.5368,14.27475654,6052.642632320509,7.514978678176774,7.389027899391063,SMALL,DEBRIS
1999-025DYD,7328.338,0.0141296,99.7378,219.4991,67.9579,293.6513,13.8386751,6243.372243055261,7.480023230151233,7.271588852074221,SMALL,DEBRIS
1999-025DYE,7238.184,0.0050784,98.7031,339.0627,191.5456,168.4554,14.09802732,6128.516993113615,7.458639774081594,7.383266636565762,SMALL,DEBRIS
1999-025DYF,7198.546,0.0021631,98.9347,9.0649,337.6787,83.9134,14.21463181,6078.243964027092,7.45737442425477,7.425181966525872,SMALL,DEBRIS
1999-025DYJ,7213.777,0.0175778,98.7854,340.8784,95.4967,266.6285,14.16963514,6097.545853957676,7.5652317087538155,7.303865688523946,SMALL,DEBRIS
1999-025DYK,7234.629,0.0154012,98.4254,341.0407,305.5602,53.1294,14.10841881,6124.003062537381,7.537892145725996,7.309228668639788,SMALL,DEBRIS
1999-025DYN,7235.766,0.0055186,98.7337,343.7678,186.9731,173.0678,14.10509457,6125.446346440199,7.463170504047409,7.38125008458697,SMALL,DEBRIS
1999-025DYQ,7170.784,0.0044706,98.7476,15.2032,170.5577,189.6455,14.29726015,6043.115890284756,7.489057345344769,7.4223942100213485,SMALL,DEBRIS
1999-025DYS,6930.441,0.003069,98.9811,129.6179,342.6888,17.3285,15.04739854,5741.85629298817,7.6071376387213165,7.560587889076505,SMALL,DEBRIS
1999-025DYV,7198.456,0.0038202,99.1971,194.3144,141.7569,218.6328,14.2148988,6078.1297999814105,7.469789307566122,7.412934326738352,SMALL,DEBRIS
1999-025DYW,7145.816,0.0104295,98.9218,133.7188,266.1359,218.8382,14.372257,6011.58189698389,7.546969035922626,7.391171697147074,SMALL,DEBRIS
1999-025DYX,7239.781,0.0064466,98.8565,356.3713,187.8018,185.6788,14.09336102,6130.546139944126,7.468027246313294,7.372357223788336,SMALL,DEBRIS
1999-025DYY,7157.837,0.0161257,98.2768,328.2921,175.7511,184.5088,14.33606718,6026.757472267927,7.58371261975961,7.343008788348875,SMALL,DEBRIS
1999-025DYZ,7268.006,0.0092286,98.8678,322.9078,331.6845,27.9321,14.01134533,6166.43141433443,7.474278634111697,7.33758586142816,SMALL,DEBRIS
1999-025DZA,7224.886,0.020003,98.5942,336.1581,251.6554,286.9227,14.13696697,6111.636264224787,7.577775234531704,7.280563877278171,SMALL,DEBRIS
1999-025DZB,7251.364,0.0045659,98.7651,334.7093,272.6866,86.9076,14.0596074,6145.26405623531,7.448039729691512,7.380334854179018,SMALL,DEBRIS
1999-025DZC,7399.032,0.0246224,98.4811,13.4218,311.8523,46.1838,13.64081868,6333.930684576771,7.52275645205961,7.1612021497816345,SMALL,DEBRIS
1999-025DZE,7131.966,0.0062404,99.4991,163.3115,277.7904,81.62,14.41414324,5994.112765595078,7.522711903097279,7.429404714556472,SMALL,DEBRIS
1999-025DZF,7048.928,0.0132029,98.862,353.4987,53.9944,307.3412,14.66959508,5889.733120022832,7.619765509785856,7.421181391937098,SMALL,DEBRIS
1999-025DZG,7093.075,0.0152695,99.0032,346.8147,333.7918,25.5604,14.53285414,5945.150152040266,7.611733380356555,7.382774738633634,SMALL,DEBRIS
1999-025DZH,7261.71,0.009351,98.642,73.3351,165.1048,195.2908,14.02957208,6158.420193240848,7.478433872671083,7.339867932491012,SMALL,DEBRIS
1999-025DZK,7402.85,0.0342913,98.4754,359.0348,338.4305,20.2683,13.6302675,6338.8337756394,7.593951488097729,7.090405787454581,SMALL,DEBRIS
1999-025DZM,7293.286,0.0149102,98.7061,3.4574,104.4047,257.3715,13.93855871,6198.6322831221905,7.503832591146985,7.283352701003956,SMALL,DEBRIS
1999-025DZN,7303.146,0.0117548,100.0088,63.675,20.7186,339.8679,13.91034242,6211.205834572116,7.4751379109286376,7.301442167423621,SMALL,DEBRIS
1999-025DZP,7028.234,0.0146126,97.587,159.2912,112.7413,248.9314,14.73443216,5863.8160644257905,7.6417419001273625,7.421626916950925,SMALL,DEBRIS
1999-025DZQ,7223.864,0.0113503,99.1131,285.4464,263.2229,95.6017,14.13996853,6110.338917423318,7.513005629750565,7.344369959598774,SMALL,DEBRIS
1999-025DZR,7142.747,0.0274151,98.1956,328.8636,0.6657,359.4843,14.38152201,6007.709054710824,7.67795309133738,7.268202734749622,SMALL,DEBRIS
1999-025DZS,7210.453,0.003138,98.9251,258.0142,351.1351,8.9266,14.17943658,6093.330966469191,7.45848243451898,7.411819427276665,SMALL,DEBRIS
1999-025DZT,6998.113,0.0162856,98.7779,72.2773,1.9315,10.2597,14.82966422,5826.160236553219,7.6709961710093415,7.4251464310492565,SMALL,DEBRIS
1999-025DZV,7198.375,0.00979,98.5652,322.8755,179.7528,180.3715,14.21513819,6078.027441251348,7.514560030409482,7.368851432190628,SMALL,DEBRIS
1999-025DZW,7327.263,0.0153993,99.7992,224.6704,131.7353,229.7087,13.84172141,6241.998190888311,7.4900785065392075,7.262893071320279,SMALL,DEBRIS
1999-025DZX,7411.003,0.0283173,102.7466,131.8098,33.4705,328.3971,13.60777936,6349.309296855031,7.544521659843832,7.12900694819151,SMALL,DEBRIS
1999-025DZY,7180.65,0.0113958,98.4307,348.0399,162.9182,197.5884,14.26780339,6055.592275721709,7.535921192627024,7.366100731187617,SMALL,DEBRIS
1999-025DZZ,7261.997,0.0127058,97.8177,286.2099,352.3332,7.5892,14.02874032,6158.785324212204,7.503419422305585,7.31513779797613,SMALL,DEBRIS
1999-025EAC,6942.039,0.0029805,98.8371,44.1479,100.0467,260.4118,15.00970648,5756.275122043559,7.600108513763839,7.55493889496213,SMALL,DEBRIS
1999-025EAD,7233.74,0.0053985,98.9061,348.6821,73.3367,287.3721,14.11102164,6122.873467579772,7.463319609976915,7.3831708313295215,SMALL,DEBRIS
1999-025EAG,7160.708,0.0086521,98.525,2.472,3.247,356.9258,14.32744694,6030.383526236252,7.52572859601988,7.396618952792797,SMALL,DEBRIS
1999-025EAH,7224.216,0.0150596,100.8236,319.8064,311.1621,47.6633,14.13893315,6110.786371459717,7.540745529767731,7.316993916798226,SMALL,DEBRIS
1999-025EAJ,7071.661,0.0053024,98.9408,270.367,168.4285,191.8145,14.59891491,5918.248070671165,7.547636241755357,7.468017240729826,SMALL,DEBRIS
1999-025EAK,7039.985,0.0216105,98.5139,112.6244,316.2998,42.1271,14.69755803,5878.527563806461,7.6889993747950784,7.363702951179603,SMALL,DEBRIS
1999-025EAL,7213.989,0.00357,98.7918,9.0236,81.2376,279.2839,14.16901272,6097.813708505161,7.459876362966038,7.406802320067607,SMALL,DEBRIS
1999-025EAN,7317.266,0.0150914,99.2059,222.1067,311.0526,47.767,13.87009772,6229.227922123103,7.4928855507389,7.270091558000077,SMALL,DEBRIS
1999-025EAR,7205.865,0.0105707,98.4055,114.5405,200.8891,158.7951,14.19298101,6087.516071438752,7.516520334846197,7.359272788477478,SMALL,DEBRIS
1999-025EAW,7243.064,0.0130352,99.4367,220.8104,82.1375,40.5419,14.08378104,6134.716221063886,7.515695030700822,7.322279070694318,SMALL,DEBRIS
1999-025EBB,7243.47,0.0047353,98.6651,323.0664,193.26,166.7329,14.08259823,6135.231481357116,7.453360216120278,7.383105101899855,SMALL,DEBRIS
1999-025EBC,7119.236,0.0036114,99.6461,246.3535,66.5322,349.2375,14.45282423,5978.070349783809,7.5096665688325555,7.455620929560856,SMALL,DEBRIS
1999-025EBD,7155.425,0.0047598,99.1121,241.0005,222.8342,136.9129,14.34331719,6023.711171934279,7.499258653819793,7.4282069032612,SMALL,DEBRIS
1999-025EBE,6987.051,0.0141287,98.9472,205.8868,95.6833,266.0509,14.86489645,5812.351286173945,7.660521788597429,7.4470711403817615,SMALL,DEBRIS
1999-025EBF,7293.097,0.0155159,99.242,248.3143,286.2858,72.1285,13.93910245,6198.3904853213835,7.50847841082341,7.279036803509345,SMALL,DEBRIS
1999-025EBG,7229.305,0.0042877,99.0979,292.1335,171.1182,189.0757,14.12400839,6117.243604950875,7.457319947259323,7.393643471409098,SMALL,DEBRIS
1999-025EBH,7145.407,0.0096119,99.1284,262.7066,281.5368,77.5037,14.37349271,6011.06507257553,7.541017241046911,7.397430376392844,SMALL,DEBRIS
1999-025EBJ,7229.04,0.0072333,98.9118,1.7115,114.943,245.9279,14.12478272,6116.908253580555,7.4794552237493,7.3720299758550025,SMALL,DEBRIS
1999-025EBL,7143.009,0.003496,100.7896,141.4714,219.2416,140.6228,14.38072982,6008.04000085164,7.49629294559502,7.4440614665700915,SMALL,DEBRIS
1999-025EBP,7230.346,0.0114793,98.4369,333.5426,339.6086,20.0522,14.12095671,6118.565602486009,7.510605373241487,7.340129334313056,SMALL,DEBRIS
1999-025EBR,7211.361,0.005671,98.7769,348.454,41.4818,319.064,14.17675732,6094.482542782216,7.476927649791515,7.392602544062173,SMALL,DEBRIS
2010-032A,42163.061,8.54e-05,0.5067,96.0312,95.7521,282.5514,1.00277745,86160.6929832736,3.0749630858176307,3.074437926971139,LARGE,PAYLOAD
2010-032B,42165.188,0.0004722,0.0617,32.6455,184.5083,150.1581,1.00270157,86167.21324172257,3.076075110687748,3.0731714364681815,LARGE,PAYLOAD
2010-032C,23214.215,0.7145926,1.7014,57.5313,194.897,119.6836,2.45454931,35199.94471001277,10.156398842323343,1.690612327937561,LARGE,ROCKET BODY
2010-032D,17398.386,0.6187709,1.9169,59.9758,199.0216,119.7031,3.78302597,22838.859866457646,9.863114681531053,2.32281562093615,LARGE,DEBRIS
2010-034A,42165.143,0.0002127,0.0119,300.8192,250.129,67.4309,1.00270319,86167.07402716052,3.0752786591506784,3.07397071380905,LARGE,PAYLOAD
2010-034B,26233.307,0.5539737,19.4693,342.0823,8.4858,134.234,2.04325798,42285.409304996334,7.2758538975564555,2.088337912840922,LARGE,ROCKET BODY
2010-034C,14887.394,0.5530791,49.5497,327.696,196.302,134.399,4.77941472,18077.52728350805,9.645860578373464,2.7757354348282632,LARGE,DEBRIS
2010-035A,7011.721,0.0012326,97.9841,2.8556,260.8606,99.1216,14.78651518,5843.161755709907,7.549042979196123,7.530455988768209,LARGE,PAYLOAD
2010-035B,6981.629,0.0013012,98.2135,115.6709,159.0783,201.0968,14.882216,5805.587017417299,7.56581296174888,7.546149276484489,MEDIUM,PAYLOAD
2010-035C,6986.699,0.0010774,98.2285,115.0219,188.948,171.1545,14.86601911,5811.9123459138345,7.561374617986465,7.545098903414507,MEDIUM,PAYLOAD
2010-035D,7039.054,0.0001557,97.8985,348.9399,76.8082,283.3308,14.70047353,5877.361693395737,7.526262592449832,7.523919279132425,MEDIUM,PAYLOAD
2010-035E,6970.021,0.0013061,98.1995,141.1467,123.0206,237.2268,14.91940833,5791.114371892789,7.57214715187968,7.552392990000369,SMALL,PAYLOAD
2010-035F,6960.287,0.0023294,98.1473,148.4399,103.3764,257.0054,14.95071886,5778.986335644332,7.585199291681836,7.549943490085986,LARGE,ROCKET BODY
2010-028F,7128.228,0.0041658,98.5446,131.9094,280.1792,79.47,14.42548432,5989.400292107488,7.509089933145196,7.446786742091494,MEDIUM,PAYLOAD
2010-036A,42166.908,0.0023225,54.1798,178.3335,176.8251,123.8592,1.00264022,86172.48567985832,3.0817092005836546,3.0674278298305175,LARGE,PAYLOAD
2010-037A,42164.675,0.0003762,0.0527,147.9555,55.9312,113.0691,1.00271987,86165.64065894097,3.0757985347588006,3.0734851742274794,LARGE,PAYLOAD
2010-037B,42164.908,0.0006656,0.0102,266.6079,327.9073,93.0206,1.00271157,86166.35389975604,3.076680334164333,3.0725873815727383,LARGE,PAYLOAD
2010-037C,22983.409,0.7112412,2.5,58.8728,223.2239,50.8891,2.49161594,34676.29124254198,10.137938954444827,1.710699278955382,LARGE,ROCKET BODY
2010-037D,12764.367,0.486378,2.1975,63.9917,232.9914,71.8766,6.02010184,14351.916677874673,9.506312178774113,3.2849322809448998,LARGE,DEBRIS
2010-038A,7004.027,0.0001466,97.9811,312.353,86.4989,273.64,14.81088531,5833.547299273497,7.54498922637142,7.5427773597898895,LARGE,PAYLOAD
1982-025AV,7244.803,0.0035924,82.5202,204.7997,168.2934,191.9083,14.07871131,6136.925326299626,7.4441613264226145,7.390867967188247,SMALL,DEBRIS
1982-025AW,7239.396,0.0036126,82.5298,193.6264,105.4942,255.0226,14.09448555,6130.057013680786,7.447090423747253,7.393477388468838,SMALL,DEBRIS
1982-025AX,7250.728,0.0031836,82.5301,222.4784,343.4463,16.5667,14.0614571,6144.4556837569835,7.438077347475498,7.3908679173304614,SMALL,DEBRIS
1982-025AY,7232.95,0.0020866,82.514,175.2591,44.4729,315.8117,14.11333199,6121.871154254623,7.43904775375341,7.4080677625171605,SMALL,DEBRIS
1982-025AZ,7243.347,0.0011263,82.5515,222.3404,143.5062,216.6881,14.0829558,6135.075706195144,7.426571715488742,7.409861440824786,SMALL,DEBRIS
1982-025BA,7243.156,0.0021144,82.5365,204.0461,54.8025,305.5124,14.08351301,6134.832973751057,7.434011656918086,7.402641038458982,SMALL,DEBRIS
1982-025BB,7252.216,0.0013511,82.5423,234.6324,180.2929,179.8238,14.05713052,6146.346857708482,7.423698225238646,7.403664974819048,SMALL,DEBRIS
1982-025BC,7228.426,0.0030474,82.5382,174.9068,302.4213,57.4015,14.12658412,6116.128234969233,7.448528747441063,7.403269377834099,SMALL,DEBRIS
2010-039A,42164.247,0.000382,3.9601,89.8275,60.8028,178.1033,1.00273516,86164.32677996451,3.0758320540156827,3.073483015659067,LARGE,PAYLOAD
2010-039B,12803.076,0.4806337,20.1596,355.2888,6.3649,358.0949,5.99282028,14417.251972054799,9.421035384471828,3.304644686800125,LARGE,ROCKET BODY
1981-043N,7112.089,0.0016181,81.2622,37.295,247.2113,112.7369,14.4746133,5969.071380995028,7.498476092887602,7.474248726856774,SMALL,DEBRIS
1981-043R,7190.411,0.004384,81.2588,242.4984,76.6207,296.8391,14.23876146,6067.943496540604,7.478181725337295,7.412899226444683,SMALL,DEBRIS
1981-043S,7180.321,0.0048239,81.255,233.5429,49.8025,310.7362,14.26878308,6055.176500727909,7.486725861002338,7.41484218689608,SMALL,DEBRIS
1993-041H,7043.624,0.0049756,89.5129,134.4939,324.2657,35.5233,14.6861694,5883.086164047651,7.560172715262847,7.485312399525705,SMALL,DEBRIS
2005-011C,7112.572,0.0001618,98.953,135.6644,69.3235,290.8129,14.47313837,5969.6796777048985,7.487309481144853,7.484886979757477,SMALL,DEBRIS
1989-001V,9427.234,0.2246746,64.7838,33.6198,308.1756,33.6773,9.48475975,9109.350397620772,8.172314980176989,5.173785249511761,SMALL,DEBRIS
1979-095AG,6921.11,0.0008186,81.1629,150.5563,252.3547,107.6783,15.07783867,5730.264256766981,7.595152236937686,7.582727624483128,SMALL,DEBRIS
1979-095AK,7061.875,0.0038669,81.2045,46.2091,183.9743,176.1156,14.62927131,5905.967438100648,7.542029518549701,7.483925652498774,SMALL,DEBRIS
1979-095AS,7085.956,0.0019418,81.1924,51.7014,180.1803,179.9389,14.55476211,5936.20145399958,7.5147234507164615,7.485595830735737,SMALL,DEBRIS
1979-095AT,6972.953,0.0010878,81.1573,186.4351,123.3044,236.9214,14.91000157,5794.768001489889,7.568903682882815,7.552454669267345,SMALL,DEBRIS
1979-095AU,6962.206,0.0011087,81.178,198.0171,339.4333,20.6436,14.9445366,5781.376988296847,7.5749008138841445,7.55812283056954,SMALL,DEBRIS
1979-095AX,7079.278,0.0001728,81.1763,71.3689,108.2145,251.924,14.57536196,5927.811620535563,7.504979112515238,7.502385839851469,SMALL,DEBRIS
1979-095BC,7202.502,0.0016188,81.2051,17.4237,217.7183,142.286,14.20292175,6083.2553696213945,7.451269035014595,7.427183795572441,SMALL,DEBRIS
1979-095BE,7063.275,0.0024534,81.1992,44.7516,179.5688,180.5537,14.6249243,5907.722886469915,7.530631008146019,7.493770142363361,SMALL,DEBRIS
1979-095BF,6904.561,0.0011521,81.1718,96.0527,34.0688,326.1276,15.13208219,5709.723150796605,7.6067867111378265,7.589279323459368,SMALL,DEBRIS
1979-095BH,7095.064,0.0018608,81.1939,85.1955,131.7908,228.488,14.52674336,5947.651022589554,7.509289424649181,7.48139475951928,SMALL,DEBRIS
1979-095BK,6979.854,0.0019592,81.1787,346.4151,136.9033,223.3719,14.88789242,5803.373477090184,7.571755070729551,7.542143919827253,SMALL,DEBRIS
1979-095BN,6976.754,0.0001818,81.1769,205.3371,103.2162,256.9255,14.89781791,5799.507050089861,7.5599888057018605,7.557240493415282,SMALL,DEBRIS
1979-095BP,7011.753,0.0002087,81.1981,247.7871,132.5719,227.5666,14.78641224,5843.202434615741,7.541299381124655,7.538152299558897,SMALL,DEBRIS
1979-095BQ,7191.382,0.0025725,81.2033,3.2606,110.3084,250.0862,14.2358769,6069.173020174122,7.46414269748279,7.42583822156853,SMALL,DEBRIS
1987-011P,7154.608,0.0022951,65.0091,262.9721,267.1984,92.6475,14.34577406,6022.679545811835,7.481224842039844,7.446963157761501,SMALL,DEBRIS
1987-011R,7155.071,0.0021501,65.0132,269.8047,267.6677,92.1947,14.34438055,6023.264629576493,7.479897556293564,7.447801510529988,SMALL,DEBRIS
1987-011T,7154.467,0.002257,65.0161,265.4925,260.5916,99.2618,14.34619801,6022.501567298526,7.481013454414776,7.447320205344701,SMALL,DEBRIS
1987-011U,7157.747,0.0023631,65.0135,298.3354,260.679,99.1623,14.33633842,6026.643447497523,7.480092991355733,7.444823920202032,SMALL,DEBRIS
1987-011V,7153.763,0.002242,65.0044,258.5503,265.7173,94.1351,14.34831659,6021.612323512302,7.481269754436944,7.4477987827765135,SMALL,DEBRIS
1987-011W,7154.108,0.0023794,65.0057,257.7235,264.3122,95.5251,14.34727952,6022.047586063897,7.482117768215449,7.446596385757488,SMALL,DEBRIS
1987-011X,7158.215,0.0024137,65.0083,287.7254,269.9116,89.9203,14.33493258,6027.234485953892,7.4802270039884355,7.44420390510316,SMALL,DEBRIS
1987-011Y,7158.086,0.0019331,65.0099,287.5695,268.1544,91.7327,14.33531956,6027.071781579454,7.476699947795805,7.447849301641717,SMALL,DEBRIS
1987-011AA,7156.78,0.0021577,65.0148,287.5844,268.3803,91.4811,14.33924387,6025.422315381821,7.47906181371376,7.446856160500797,SMALL,DEBRIS
1987-011AB,7154.784,0.0021745,65.0094,260.8258,260.0887,99.7744,14.34524425,6022.901980215499,7.480230402813396,7.447769467096278,SMALL,DEBRIS
2006-006CQ,12983.179,0.4781756,51.7547,276.3453,100.7809,314.6872,5.86855505,14722.533786234142,9.325651393900968,3.2921341978798306,SMALL,DEBRIS
2006-006CR,10978.153,0.3843683,51.8646,327.2715,115.3554,355.0313,7.54759898,11447.349048213477,9.035861343341285,4.018267884179,SMALL,DEBRIS
2006-006CV,13427.313,0.4939998,51.5973,34.9315,52.8084,342.8606,5.57980592,15484.409536595495,9.36212116233712,3.170840572111734,SMALL,DEBRIS
2006-006CW,13611.303,0.4988768,52.0167,199.4287,192.4693,148.3051,5.46705212,15803.763729254513,9.359006655615808,3.12901991950472,SMALL,DEBRIS
2007-003AC,27574.162,0.7382639,25.0633,1.6527,142.6566,2.2859,1.89604777,45568.47214877925,9.798142821674956,1.4753385198807836,MEDIUM,DEBRIS
2007-003AE,27551.417,0.7551131,25.4841,278.5161,233.2214,32.0706,1.8983962,45512.10121469902,10.18278792468984,1.4207810130496596,MEDIUM,DEBRIS
2007-003AH,29006.551,0.7617822,26.3864,47.288,18.0209,358.2491,1.75735143,49164.89583418156,10.081144541100214,1.3631129171715455,SMALL,DEBRIS
1965-108DM,20297.163,0.6691202,29.5804,230.9939,138.0967,299.3736,3.00226999,28778.224572667434,9.953134885995492,1.973070172208814,SMALL,DEBRIS
1965-108DN,18740.454,0.6357058,26.8382,285.8871,127.1425,309.3902,3.38401756,25531.7824059991,9.772491694742703,2.1764684357926325,SMALL,DEBRIS
1965-108DP,12808.533,0.4770575,26.9909,303.6821,36.7538,348.0877,5.98899122,14426.46963840431,9.37542416998831,3.3193073079511883,MEDIUM,DEBRIS
1965-108DQ,11857.371,0.419944,26.5041,312.0967,228.9596,86.3875,6.72388309,12849.717766285552,9.071421250755021,3.7057322859408224,SMALL,DEBRIS
2010-040A,6866.438,0.0031249,97.6965,150.4085,25.2362,122.1305,15.25827911,5662.499642136903,7.642937620472415,7.595319590513804,LARGE,PAYLOAD
1999-025EBS,7264.426,0.010128,99.2345,325.921,102.01,259.2438,14.02170492,6161.875498946101,7.482848255756492,7.332795416642436,SMALL,DEBRIS
1999-025EBT,7472.894,0.0323753,100.7936,45.719,1.8006,358.421,13.43908028,6429.011375769532,7.543794093420318,7.070647173084833,SMALL,DEBRIS
1999-025EBV,7344.68,0.0264066,98.2152,347.0509,196.4556,162.7904,13.792514,6264.267703480308,7.564031791968547,7.174828601112611,SMALL,DEBRIS
1999-025EBW,7433.424,0.0299337,96.5871,9.076,169.8441,190.894,13.54625926,6378.144574209191,7.545331764888069,7.106741013948218,SMALL,DEBRIS
1999-025EBX,7389.659,0.0281134,98.1304,198.9594,120.4686,242.4551,13.66677827,6321.899594263337,7.553867889110958,7.14075215788183,SMALL,DEBRIS
1999-025ECA,7306.906,0.0117638,98.6546,357.6748,107.8048,253.5987,13.89960662,6216.0032554935715,7.473281555922034,7.299497537226056,SMALL,DEBRIS
1999-025ECB,7257.102,0.0038664,98.2961,280.4566,252.1524,107.5426,14.04293635,6152.559396881408,7.43988881063595,7.382579220241366,SMALL,DEBRIS
1999-025ECC,7265.179,0.0282712,98.2779,211.7929,321.184,49.8813,14.01952517,6162.833544811133,7.619510087237119,7.200529776248542,SMALL,DEBRIS
1999-025ECD,7074.377,0.0133407,98.5652,31.7993,17.5311,343.0428,14.59050969,5921.657422236358,7.607096498020186,7.406800600991401,SMALL,DEBRIS
1999-025ECH,7230.766,0.0036922,98.9082,353.8093,197.0077,281.3484,14.11972775,6119.098153291236,7.452127306252612,7.397300249830042,SMALL,DEBRIS
1999-025ECK,7297.33,0.0098976,99.0063,356.8358,329.0055,89.7922,13.92697526,6203.787856804163,7.4642388798912345,7.317930876510276,SMALL,DEBRIS
1999-025ECN,7154.452,0.0302084,99.2832,36.0481,330.7857,27.6717,14.34624387,6022.482315435504,7.69314722253532,7.241980898212521,SMALL,DEBRIS
1999-025ECP,7166.245,0.0087926,99.1022,158.3866,178.3526,181.7962,14.31084669,6037.378631159105,7.52387866003063,7.39272294872548,SMALL,DEBRIS
1999-025ECQ,7265.268,0.0069464,99.0909,37.989,109.8677,250.9992,14.01926655,6162.94723349846,7.4586441886808075,7.3557375672514,SMALL,DEBRIS
1999-025ECT,7075.732,0.0059487,98.9028,239.3764,207.5462,152.2579,14.58631969,5923.358450674406,7.550344140601491,7.461045884757636,SMALL,DEBRIS
1999-025ECU,7316.04,0.0213732,98.5917,231.3658,225.8182,132.5241,13.87358428,6227.662459552954,7.5407501355898345,7.225155481651416,SMALL,DEBRIS
1999-025ECV,6970.382,0.0090374,98.4094,7.9179,44.1066,316.7312,14.91824967,5791.564152043047,7.6307210270324095,7.494032578795105,SMALL,DEBRIS
1999-025ECW,7197.445,0.003729,98.9768,0.6064,52.8115,307.6456,14.21789229,6076.850087039166,7.469631757067211,7.414130208696878,SMALL,DEBRIS
1999-025ECZ,7203.843,0.0353957,98.7275,222.5037,75.82,288.2025,14.19895597,6084.954427814879,7.706645094025959,7.179731378323615,SMALL,DEBRIS
1999-025EDA,7291.642,0.033742,98.5088,210.2494,268.9963,87.2533,13.94327387,6196.5361080582425,7.647434235612858,7.148199947022378,SMALL,DEBRIS
1999-025EDB,7192.918,0.0200243,98.6721,25.2131,48.2763,313.5349,14.23131866,6071.116954386292,7.594758770333993,7.296570329049214,SMALL,DEBRIS
1999-025EDD,7192.001,0.0196649,98.5316,350.382,346.0946,189.4866,14.23403787,6069.957154048236,7.592511189282009,7.299658168086296,SMALL,DEBRIS
1999-025EDE,7252.753,0.0146012,98.4559,289.3022,160.2252,326.7125,14.05556993,6147.029286630997,7.522447141764494,7.305934968890398,SMALL,DEBRIS
1999-025EDG,7044.353,0.003204,99.3249,172.0614,305.6229,54.1988,14.68388839,5884.000048572965,7.54639955457716,7.498196668279129,SMALL,DEBRIS
1999-025EDL,7237.32,0.0040547,99.3292,129.0352,3.4508,356.6933,14.10055146,6127.419927163614,7.4514525921768024,7.391269805670253,SMALL,DEBRIS
1999-025EDN,7167.927,0.0034129,99.7192,132.2188,305.3312,54.4678,14.3058079,6039.505115960631,7.4826304677914095,7.431729249512224,SMALL,DEBRIS
1999-025EDQ,6916.174,0.0062207,99.3967,5.7853,297.3839,62.1063,15.09398472,5724.134587569664,7.6390190545806105,7.5445665237733435,SMALL,DEBRIS
1999-025EDT,7225.965,0.0064903,100.6277,203.197,275.5392,83.8374,14.13380199,6113.004841947697,7.475491005824307,7.379080381151419,SMALL,DEBRIS
