OBJECT_ID,SEMIMAJOR_AXIS,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION,PERIOD,VELOCITY_PERIGEE,VELOCITY_APOGEE,RCS_SIZE,OBJECT_TYPE
1992-072J,20668.618,0.6528926,7.7156,90.241,243.1216,38.7796,2.92169986,29571.826039653508,9.583045400934306,2.012439267500057,MEDIUM,DEBRIS
1979-028C,7358.038,0.003072,82.9193,299.112,158.9093,201.3337,13.75497324,6281.3644557842845,7.382816240911325,7.337595137157896,SMALL,DEBRIS
2001-015A,41197.852,0.0237386,12.1717,16.5368,250.1248,146.29,1.03822361,83219.06684437662,3.1852467408705913,3.037526808687062,LARGE,PAYLOAD
1999-057MB,7015.076,0.0060618,98.4781,8.7205,37.3771,323.1632,14.77590694,5847.356805294011,7.583772423844471,7.4923837801669935,SMALL,DEBRIS
1999-057MC,7031.4,0.0062255,98.4232,122.0724,345.1605,27.6061,14.72448242,5867.778407113615,7.5762047580263445,7.482457058885163,SMALL,DEBRIS
1999-057MD,7141.674,0.0085229,98.7597,287.9689,54.53,306.3803,14.38476477,6006.354735823741,7.534777810966483,7.407426894482413,SMALL,DEBRIS
2001-018A,42523.71,0.000347,4.6906,78.1846,223.9574,172.3174,0.99004751,87268.53926434297,3.062696834306514,3.0605720600001898,LARGE,PAYLOAD
2001-018B,24685.275,0.7052274,1.3497,331.9982,336.4349,76.7499,2.23844183,38598.277981608306,9.664903089358397,1.6707147752834652,LARGE,ROCKET BODY
1965-108AS,21580.311,0.6743901,26.0813,147.4319,62.8851,354.2763,2.73852195,31549.865795306116,9.745846674027035,1.895223915230552,SMALL,DEBRIS
2001-019A,42164.938,0.0003655,5.0375,75.2284,162.742,225.241,1.00271049,86166.44670786282,3.0757560362127525,3.0735084800320647,LARGE,PAYLOAD
2001-019D,27859.358,0.5146261,16.3165,183.7808,30.2176,155.7881,1.86700772,46277.25909992488,6.681867390405453,2.1412571951347714,LARGE,ROCKET BODY
1965-108AW,22062.599,0.6809499,27.9497,27.7801,208.1422,163.5573,2.64921844,32613.39219728518,9.75637554633367,1.8517937945058995,MEDIUM,DEBRIS
1965-108AX,22328.02,0.6769548,26.926,358.9858,204.1448,354.4938,2.6021208,33203.68524013182,9.626597745556552,1.8544484288025331,SMALL,DEBRIS
1965-108AY,22410.89,0.6297464,26.9303,355.7855,356.9946,11.8641,2.58770109,33388.70951281317,8.848093613020849,2.010152323918602,MEDIUM,DEBRIS
1965-108AZ,18868.234,0.6343318,27.418,172.6745,38.9033,352.9315,3.34969965,25793.357323842454,9.716945479068288,2.174086047171718,MEDIUM,DEBRIS
1965-108BA,10509.966,0.365277,26.4351,81.3437,160.0386,219.1424,8.05750932,10722.916545134074,9.032053940235317,4.199039735605287,MEDIUM,DEBRIS
1965-108BB,21886.43,0.6576568,27.3485,85.8947,282.9278,87.2713,2.68126894,32223.54860083525,9.390698290774939,1.9393892047487893,MEDIUM,DEBRIS
1984-035C,21286.879,0.6824598,30.09,149.3319,131.7448,310.9147,2.79534088,30908.573840912024,9.960608815581542,1.8799223110243268,SMALL,DEBRIS
1981-016J,26163.89,0.6316531,67.7305,124.7652,10.9785,358.1383,2.05139493,42117.68233238249,8.214915941187096,1.8545233792016511,MEDIUM,DEBRIS
1985-056M,24507.735,0.7003414,7.4613,339.3342,232.0774,41.3298,2.26280952,38182.6217524487,9.606650486599909,1.6930220222267407,MEDIUM,DEBRIS
1992-021Q,24740.777,0.6983077,3.7825,348.3277,178.4621,66.0985,2.2309136,38728.52807925865,9.523318036219209,1.6917498059853684,MEDIUM,DEBRIS
1992-019D,10139.342,0.35186,34.6905,351.133,222.1016,104.8228,8.50331215,10160.74659801828,9.055146197579111,4.3414277044212595,SMALL,DEBRIS
1991-015L,20868.627,0.6632302,7.4066,147.3828,1.4583,272.5165,2.87979738,30002.110773501707,9.71251150691917,1.9665831931640418,MEDIUM,DEBRIS
1988-081G,25170.978,0.7031328,5.6919,175.421,6.8904,265.7559,2.17396536,39743.0435598109,9.531516061153056,1.6614056665631338,LARGE,DEBRIS
1988-081H,25173.253,0.70429,5.6838,154.002,48.0946,47.2933,2.17367064,39748.43217277848,9.552959754519813,1.6575264356471342,MEDIUM,DEBRIS
1988-109L,25411.923,0.7214417,6.2895,266.9641,35.3202,146.6877,2.14311986,40315.05732021913,9.845510174330467,1.5931695954583873,MEDIUM,DEBRIS
1988-063J,21887.699,0.6924344,7.0455,339.5057,260.2886,21.482,2.68103565,32226.352529105683,10.010502181470933,1.8192055832388048,MEDIUM,DEBRIS
1988-109M,25255.392,0.7165926,7.086,313.7486,296.0602,128.8665,2.16307511,39943.13447580653,9.777320796902425,1.614224054103486,MEDIUM,DEBRIS
1988-109P,24843.901,0.7020744,6.9206,11.572,184.131,223.073,2.21703772,38970.920170000536,9.57402057647076,1.6758056079436936,MEDIUM,DEBRIS
1989-001P,8877.117,0.1897648,65.6102,238.5713,31.8166,338.4431,10.37994013,8323.747431865004,8.120035405421667,5.529780769038473,MEDIUM,DEBRIS
1966-040L,7451.758,0.0067408,100.3344,151.9642,291.8206,198.6383,13.49629641,6401.756257811769,7.363207049200133,7.26460390114604,SMALL,DEBRIS
1966-076H,7393.346,0.0041863,88.8479,230.9806,55.4822,305.0279,13.65655702,6326.631219967623,7.3733776297499425,7.311900649290397,SMALL,DEBRIS
2001-023A,7363.53,0.0034468,82.9319,33.4606,71.2613,289.2282,13.73958733,6288.398474046454,7.382828964700965,7.332109514749993,LARGE,PAYLOAD
2001-023B,7357.591,0.0023215,82.9284,16.3871,19.6453,153.353,13.75622682,6280.79204643414,7.377501605008232,7.343327200935234,LARGE,ROCKET BODY
1970-025QQ,7170.536,0.0076344,100.0116,342.9046,189.2787,298.5577,14.29800183,6042.802415839388,7.51291952582016,7.3990753918209204,SMALL,DEBRIS
1975-052KC,7705.508,0.0312877,99.7002,243.6049,286.9136,196.6204,12.83514712,6731.516140190531,7.420971514368226,6.970689540773274,SMALL,DEBRIS
1975-052KD,7448.063,0.0048916,100.0888,137.6819,336.2081,53.1771,13.50634323,6396.994251418857,7.351427206868781,7.2798568179330605,SMALL,DEBRIS
2001-024A,42165.355,9.23e-05,0.0199,99.1951,130.1954,65.5617,1.00269563,86167.72369896535,3.0749006943028574,3.0743331200217954,LARGE,PAYLOAD
1975-052KE,7648.207,0.0298019,99.6437,64.4113,26.5411,95.1307,12.97965893,6656.569364877757,7.437648922186726,7.007165992578387,SMALL,DEBRIS
1975-052KF,7529.584,0.011114,99.6563,306.8513,259.8336,113.8816,13.28759107,6502.307268852457,7.3571618509509085,7.195424407276962,SMALL,DEBRIS
1975-052KG,7298.474,0.0064857,99.5663,170.3579,348.2958,163.3719,13.92370147,6205.246513375585,7.438230589037989,7.342368060377476,SMALL,DEBRIS
1975-052KH,7602.035,0.0256043,99.599,278.9487,208.1746,274.608,13.09808972,6596.381750849695,7.428928675528162,7.058000982485485,SMALL,DEBRIS
1975-052KJ,7552.604,0.0136739,99.7157,182.9813,163.509,320.3791,13.22688945,6532.148040293782,7.3647741525854045,7.166080696464976,SMALL,DEBRIS
1975-052KK,7402.311,0.006422,99.8015,333.6759,358.3483,119.9751,13.63175525,6338.141964513337,7.385404912214498,7.29115206331763,SMALL,DEBRIS
1975-052KL,7965.496,0.0622582,99.627,276.4075,319.7435,219.1328,12.21190692,7075.062114869115,7.528974803104518,6.646439052217132,SMALL,DEBRIS
1975-052KM,7747.121,0.0368219,99.6973,94.2584,32.3576,31.3798,12.73187137,6786.119454802502,7.442134052970438,6.9135311832103135,SMALL,DEBRIS
1975-052KN,7514.136,0.0057072,99.948,15.7072,163.5278,210.6485,13.32859015,6482.306007436202,7.325006648201732,7.241870566561635,SMALL,DEBRIS
1975-052KP,7366.338,0.0044261,99.6737,96.4395,209.4246,164.0269,13.7317311,6291.99620723712,7.388653527400883,7.32353590575081,SMALL,DEBRIS
1975-052KQ,7537.734,0.0104057,99.9042,52.5809,276.4096,95.2561,13.26604871,6512.866181086109,7.347977574519406,7.196630743742073,SMALL,DEBRIS
1975-052KR,7623.712,0.0283642,99.7373,257.0313,162.5324,332.0662,13.04226498,6624.616209875533,7.438876484265901,7.02852034706273,SMALL,DEBRIS
1975-052KS,7667.295,0.0313326,99.2269,304.4889,335.8977,183.1248,12.93122011,6681.50408585072,7.439775558528297,6.987724471099966,SMALL,DEBRIS
1975-052KT,7524.261,0.0083154,100.0137,243.7099,290.4781,188.0848,13.30169531,6495.412651276554,7.33919435805964,7.2181442644777905,SMALL,DEBRIS
1975-052KU,7750.064,0.0369277,99.7126,62.0388,112.2992,6.7788,12.7246214,6789.985908735956,7.4415101159911865,6.91148694637138,SMALL,DEBRIS
1975-052KV,7699.483,0.0514563,99.9121,69.8799,320.0833,98.4937,12.85021682,6723.621959866667,7.575391592731864,6.833940669068964,SMALL,DEBRIS
1975-052KW,7370.973,0.0042068,99.6999,234.1804,343.6907,134.7671,13.7187804,6297.935930223068,7.384710106388748,7.322838391368385,SMALL,DEBRIS
1975-052KX,7555.981,0.0117848,99.7729,250.2922,108.8411,18.2103,13.21802288,6536.529765788998,7.34922921711709,7.1780283916493,SMALL,DEBRIS
1975-052KY,7414.015,0.0048557,99.7712,208.1187,25.2221,95.5619,13.59948933,6353.179733698133,7.368023581375545,7.2968155221406015,SMALL,DEBRIS
1975-052KZ,7781.088,0.044006,99.1694,169.2073,323.761,46.9132,12.64859368,6830.798916136896,7.4795007234609,6.848962376293124,SMALL,DEBRIS
1975-052LA,7593.555,0.0172108,99.7607,91.7787,247.8717,291.116,13.12003621,6585.347678701262,7.370918275670762,7.12149229580717,SMALL,DEBRIS
1975-052LB,7536.436,0.0089754,99.8534,25.7662,244.8861,126.0726,13.26947469,6511.184656398784,7.338105361178527,7.207552265714116,SMALL,DEBRIS
1975-124C,7239.203,0.0014808,81.2801,51.9869,71.8747,288.4035,14.09505125,6129.810985965731,7.431331657182266,7.409355567539897,SMALL,DEBRIS
1992-072K,20769.569,0.6483352,7.5542,252.3309,315.6377,7.7988,2.90042432,29788.744841306532,9.484478687134597,2.023470287242213,MEDIUM,DEBRIS
1992-058E,11099.729,0.4055093,34.8469,235.8757,5.5156,357.8848,7.4239352,11638.032616448483,9.214186603607065,3.8973404472734443,SMALL,DEBRIS
2001-025A,42165.702,0.0002632,4.0142,81.32,146.3496,286.9601,1.00268324,86168.78846005244,3.0754135465873382,3.073795074878168,LARGE,PAYLOAD
2001-025C,28050.968,0.4963806,15.7602,279.3012,305.7104,264.7529,1.84791067,46755.50685575076,6.497776373712869,2.186880957066305,LARGE,ROCKET BODY
2001-026A,16979.035,0.0016249,44.8649,274.4538,350.1868,9.802,3.92403834,22018.133492548903,4.853086780207845,4.8373408044255735,LARGE,PAYLOAD
2001-026B,16338.392,0.0091957,44.9754,68.1025,3.7767,16.4414,4.15708403,20783.79926325425,4.9849177299195,4.894073490355219,LARGE,ROCKET BODY
1978-026HV,7175.762,0.0101495,98.6123,274.0938,243.1849,115.8925,14.28238381,6049.41031899072,7.529096694145398,7.377799154727263,SMALL,DEBRIS
2001-029A,42441.712,0.0011935,13.8907,19.0362,117.3094,242.2789,0.99291809,87016.24118863621,3.06825021831871,3.0609350357180176,LARGE,PAYLOAD
2001-031A,42485.889,0.0004851,9.1098,49.6423,295.7646,118.4916,0.99136981,87152.13952298992,3.0644828946741285,3.0615111749509536,LARGE,PAYLOAD
2001-033A,42166.726,0.0002135,11.2204,27.1695,229.8008,57.1229,1.00264671,86171.92789671647,3.0752233440942423,3.07391050401767,LARGE,PAYLOAD
2001-033C,23334.668,0.7133772,28.3462,319.9951,251.9266,23.7669,2.43556835,35474.26620156236,10.10506702555832,1.6904290573337832,LARGE,ROCKET BODY
2001-037A,42166.067,0.0002215,11.8222,25.6391,152.7212,208.2258,1.00267024,86169.90567108084,3.0752720531076414,3.0739100092808225,LARGE,PAYLOAD
2001-037D,42175.083,0.0024302,11.8035,25.8441,40.926,259.4367,1.00234873,86197.54523956946,3.081742450953431,3.0668002624513133,LARGE,ROCKET BODY
2001-038A,22705.578,0.7084706,28.438,109.3915,187.9567,147.7293,2.5374876,34049.4274730643,10.142971189171996,1.730772718592055,MEDIUM,PAYLOAD
2001-038B,22769.908,0.7078656,28.0644,128.3699,179.3377,182.8497,2.52674175,34194.23453148704,10.116347840075829,1.730424927144061,LARGE,ROCKET BODY
2001-039A,42165.124,0.0003061,1.8325,91.4231,132.3207,46.9805,1.00270388,86167.01473220588,3.0755666341513317,3.0736843484255654,LARGE,PAYLOAD
2001-039B,20617.925,0.6792639,7.5329,331.7217,276.6115,16.0814,2.9324819,29463.097453389226,10.060787485485427,1.921590609447033,LARGE,ROCKET BODY
1981-021Q,7303.546,0.003277,64.9639,64.0625,73.9769,6.9515,13.90919929,6211.716303620524,7.411825954947629,7.363407514867045,SMALL,DEBRIS
1980-085H,26184.639,0.5339131,73.0241,311.0354,272.6759,30.2494,2.0489572,42167.79149901228,7.078032186572161,2.150694247242324,MEDIUM,DEBRIS
1985-093C,17048.754,0.5776748,63.2797,265.8172,15.3189,356.5806,3.89999278,22153.887166939836,9.34561356605871,2.501712088199962,SMALL,DEBRIS
1984-023H,21413.425,0.6452302,8.7658,221.5081,199.2925,324.53,2.77059821,31184.60110461127,9.291072023986308,2.003483624197525,MEDIUM,DEBRIS
2001-042A,42661.664,0.0006744,2.2675,89.2334,154.3701,166.7938,0.98524915,87693.55446792317,3.0587421930749485,3.0546193420556564,LARGE,PAYLOAD
2001-043B,7167.346,0.0005427,67.0014,238.1694,224.9334,135.1328,14.30754896,6038.770179403251,7.4614877199539915,7.453393413962615,MEDIUM,PAYLOAD
2001-043C,7167.729,0.0005717,67.0504,288.7761,275.3764,84.6685,14.30640166,6039.254457783761,7.461504461487296,7.452977851948703,MEDIUM,PAYLOAD
2001-043D,7168.621,0.0003973,67.0552,294.2008,271.2647,88.7999,14.30373177,6040.381726201791,7.459739274029662,7.453814119266506,MEDIUM,PAYLOAD
2001-045A,42888.358,0.0015183,13.0654,26.3584,156.8746,206.3104,0.97744793,88393.45539357785,3.0532232885362682,3.0439659261516074,LARGE,PAYLOAD
2001-045D,42182.358,0.0027748,12.5895,24.1977,353.6175,22.775,1.00208942,86219.85051992667,3.0825387121959786,3.065479192115096,LARGE,ROCKET BODY
2001-049A,6907.338,0.0036973,97.7917,79.5931,315.6095,44.2196,15.1229564,5713.168623563578,7.624638510854591,7.5684650490625085,LARGE,PAYLOAD
2001-049B,6958.001,0.0073051,97.7874,260.713,26.744,333.7535,14.95808699,5776.139693382008,7.624287918284693,7.513703378065723,MEDIUM,PAYLOAD
2001-049C,6824.39,0.0009045,97.7823,16.701,108.6576,251.5652,15.39951359,5610.56682050696,7.649442539189678,7.635617202653181,MEDIUM,PAYLOAD
2001-049D,6917.255,0.0054562,97.8254,312.962,136.0791,224.4793,15.09044486,5725.477333608573,7.632583702616004,7.549745875969326,LARGE,ROCKET BODY
1966-040M,7456.319,0.0053526,100.3465,127.0163,302.9242,69.8008,13.48391718,6407.633541991245,7.350744185149713,7.272471958419644,SMALL,DEBRIS
1977-047E,26381.275,0.6878664,64.3371,141.2708,38.0227,354.7498,2.02609165,42643.67803894754,9.03898710684714,1.6715609636010187,MEDIUM,DEBRIS
1993-017E,11307.812,0.4162971,34.9591,338.1274,33.9441,346.8526,7.21996208,11966.821853446632,9.248278071574976,3.8115214176352694,SMALL,DEBRIS
1993-016AJ,7161.947,0.0009612,71.0,342.1058,342.2843,192.4746,14.32372833,6031.9490854236265,7.467422913798131,7.45308132512368,SMALL,DEBRIS
1978-066F,26114.818,0.6726028,64.7735,235.1367,356.1029,0.4689,2.05717978,41999.2461718635,8.830479886516935,1.7284883114520453,MEDIUM,DEBRIS
1992-093JK,7110.57,0.0092353,71.1117,170.0689,310.9606,61.262,14.47925178,5967.1591676679855,7.556620568662907,7.418322477151896,SMALL,DEBRIS
1987-020DU,7874.895,0.002798,73.5985,138.6665,137.2231,282.0502,12.42326151,6954.69542603229,7.134469473558141,7.0946563794215045,SMALL,DEBRIS
2001-052A,42448.574,0.0002771,1.93,90.7547,20.2699,26.1234,0.99267733,87037.34576068138,3.0651919626531323,3.063493703854943,LARGE,PAYLOAD
2001-053A,25507.763,0.0006005,63.1662,117.8923,194.9887,174.9909,2.13105276,40543.341592349876,3.9554281036608354,3.950680485453072,LARGE,PAYLOAD
2001-053B,25507.854,0.0042545,63.1702,117.8522,219.3699,119.0722,2.1310413,40543.55962036024,3.969900591705084,3.9362638152357543,LARGE,PAYLOAD
2001-053C,25507.932,0.0004552,63.1628,117.8421,49.0046,274.078,2.13103153,40543.74549774962,3.95484022481779,3.9512413764728826,LARGE,PAYLOAD
2001-053F,25468.674,0.0014679,63.1838,116.5283,268.1018,97.4995,2.13596069,40450.182629531446,3.9618973345607955,3.950283044981666,LARGE,ROCKET BODY
2001-055A,7703.562,0.0007483,66.0423,2.4007,277.5037,255.2677,12.84001008,6728.9666800635405,7.1986002208062105,7.187834851441647,LARGE,PAYLOAD
2001-055B,6981.151,0.0002462,74.0744,14.7852,293.8881,66.2042,14.8837458,5804.990300224021,7.558094628011213,7.5543739382502,LARGE,PAYLOAD
2001-055D,7700.588,0.0003541,66.0408,305.3696,300.503,231.7985,12.84744913,6725.070410922888,7.197152491796334,7.1920572726187535,LARGE,DEBRIS
2001-056A,7381.823,0.0013417,99.6471,86.2203,198.8066,171.9078,13.68854543,6311.8466780732315,7.35816883056831,7.338450376578082,LARGE,PAYLOAD
2001-056B,7376.462,0.0019856,99.5786,80.6906,154.4606,330.8263,13.70347169,6304.971612635192,7.365583860852397,7.33639161834091,MEDIUM,PAYLOAD
2001-056C,7376.769,0.0020612,99.5854,80.0899,155.8508,204.3609,13.70261517,6305.365722388597,7.36598686130469,7.3356837777834025,MEDIUM,PAYLOAD
2001-056D,7377.171,0.0020131,99.5924,80.4874,159.9988,214.4016,13.70149553,6305.880975607632,7.365432079236485,7.335836954544579,MEDIUM,PAYLOAD
2001-056E,7374.736,0.001921,99.5457,80.2192,144.8266,215.4153,13.70828332,6302.758557225385,7.365970182022142,7.337724384759354,MEDIUM,PAYLOAD
2001-056F,7374.228,0.0015335,99.5448,76.6578,122.0378,249.6576,13.70969835,6302.108025593429,7.363369214665322,7.340820339983267,LARGE,ROCKET BODY
2001-056G,7359.311,0.0013319,99.3303,90.8913,60.5178,299.7299,13.75140398,6282.994821885815,7.369342816555685,7.349738472187208,SMALL,DEBRIS
1986-026J,23307.844,0.7074455,6.9145,19.9781,324.3284,4.7423,2.43977412,35413.11439109781,9.99051514641459,1.7117794760662919,MEDIUM,DEBRIS
1988-081J,24116.709,0.7128107,7.487,133.4768,35.0571,120.9134,2.3180654,37272.46004362086,9.928426148887981,1.6647127179908645,MEDIUM,DEBRIS
1988-081K,24883.657,0.7140101,7.8899,172.8281,304.9701,297.4965,2.21172669,39064.501229127905,9.798128514176339,1.634859557686644,MEDIUM,DEBRIS
1989-006J,24400.05,0.7125274,8.6743,84.9695,80.5439,347.1749,2.27780573,37931.24183597519,9.86493116594565,1.6559719926790237,MEDIUM,DEBRIS
1989-006K,23978.326,0.7128363,8.1603,286.0366,43.3472,354.5929,2.33816125,36952.11354648872,9.957552480007623,1.669422590531953,MEDIUM,DEBRIS
1989-006L,20242.166,0.6661457,7.6748,130.1691,349.0078,1.6816,3.0145139,28661.337405012466,9.91330344008323,1.986380291157358,MEDIUM,DEBRIS
1989-006M,24333.55,0.7171411,8.7973,11.1657,229.1158,78.0141,2.28714952,37776.27970732758,9.972044845365687,1.6426615353338223,MEDIUM,DEBRIS
1989-006N,24106.428,0.7145095,8.6727,331.0633,312.2798,288.8863,2.31954855,37248.62754004438,9.96498325604788,1.6593130876561122,MEDIUM,DEBRIS
1989-006P,24614.03,0.711961,7.4187,190.7139,243.5079,340.9077,2.24816749,38431.300329852194,9.810673011556213,1.6506546840585976,MEDIUM,DEBRIS
1989-006Q,24025.141,0.7129651,8.7064,348.0003,277.256,13.4628,2.33133048,37060.38279051711,9.95045219693193,1.6673585768333148,MEDIUM,DEBRIS
1989-006U,24519.354,0.7151855,8.2618,74.0576,107.3889,288.5682,2.26120128,38209.778476686515,9.894386541307277,1.6430087332065024,MEDIUM,DEBRIS
1989-006V,24692.393,0.704877,8.0352,308.9145,14.2994,24.8558,2.237474,38614.97384997545,9.656779194960428,1.6716382744058997,MEDIUM,DEBRIS
1989-006W,24407.465,0.7196602,8.8669,342.3685,286.4609,10.6615,2.2767678,37948.5338821113,10.008903040869617,1.6316559961652775,MEDIUM,DEBRIS
1989-006X,24593.192,0.7130748,7.5797,158.8448,301.3262,290.9801,2.25102547,38382.50661819477,9.837058451528641,1.6476221374668198,MEDIUM,DEBRIS
1989-006Y,24600.055,0.7128322,7.5047,173.4274,274.6109,295.5561,2.25008361,38398.57310902327,9.830834819576552,1.6482053567776196,MEDIUM,DEBRIS
1989-006Z,24040.552,0.7135178,8.3919,326.8033,324.0762,4.4337,2.32908906,37096.04818632398,9.958459128254669,1.6649498941140148,SMALL,DEBRIS
1989-006AB,24658.275,0.7076634,7.6072,239.9921,148.642,356.9277,2.24211939,38534.96847016697,9.717333129738206,1.663519946738348,MEDIUM,DEBRIS
1989-062K,21901.491,0.690008,9.3246,315.9793,289.1372,11.6975,2.67850364,32256.816346906286,9.96095975674632,1.8271024970966445,MEDIUM,DEBRIS
1989-062L,17811.182,0.6223507,8.478,317.7682,293.4216,14.5206,3.65227647,23656.478557878727,9.80506644070422,2.282414324957877,LARGE,DEBRIS
1989-062M,21893.737,0.6931268,8.7194,310.7585,313.877,6.4962,2.67992668,32239.687990269944,10.022456870232375,1.8165345983716008,MEDIUM,DEBRIS
1990-065U,21535.448,0.6891939,17.8936,164.9165,223.2842,55.1681,2.74708375,31451.534741159605,10.029676418510904,1.8454273437166342,MEDIUM,DEBRIS
2001-058A,7801.766,0.0010901,82.5482,231.3606,96.7552,263.4781,12.59834061,6858.046045478365,7.155596065041626,7.140012422229653,MEDIUM,PAYLOAD
2001-058B,7798.956,0.0007139,82.5408,219.7954,78.3929,281.7959,12.60515139,6854.340525298523,7.15419387136549,7.143986400469427,MEDIUM,PAYLOAD
2001-058C,7794.643,0.0001055,82.5473,215.6238,26.6206,333.4937,12.61561411,6848.655899478841,7.151819896628405,7.150311021816509,MEDIUM,PAYLOAD
2001-058D,7792.711,0.0002044,82.5396,205.228,215.141,144.9546,12.62030584,6846.109840393535,7.153413759042567,7.150490041105816,MEDIUM,PAYLOAD
2001-058E,7794.906,0.000268,82.5447,214.2197,87.5932,272.5466,12.61497742,6849.001557705522,7.15286249965427,7.149029592573553,MEDIUM,PAYLOAD
2001-058F,7788.692,0.0007783,82.5447,200.6039,169.2581,190.868,12.63007493,6840.814522388586,7.159366490030258,7.148230886991723,MEDIUM,PAYLOAD
2001-058G,7826.214,0.0042296,82.5405,280.4419,279.8842,105.1813,12.53935414,6890.307031395479,7.166876419505802,7.1065057223984045,LARGE,ROCKET BODY
2001-049AH,6975.185,0.00594,97.9739,253.2902,257.7912,277.8666,14.90284565,5797.550483252841,7.6045023704991115,7.514694342026708,MEDIUM,DEBRIS
2001-049AR,6689.109,0.0007725,97.5571,151.9199,175.0413,185.0936,15.86902955,5444.567339658145,7.725387280049885,7.713460769931273,SMALL,DEBRIS
2001-049BP,6903.71,0.0032172,97.7681,343.7243,175.2645,184.8896,15.13487809,5708.66838082341,7.622980519893499,7.574088509412415,SMALL,DEBRIS
2001-049BR,6871.063,0.0036049,97.1787,320.5127,104.3806,256.1438,15.2428735,5668.222595956072,7.644032006786364,7.589118024239518,SMALL,DEBRIS
2001-049BT,7057.2,0.0045711,97.4108,46.4725,98.9012,261.7372,14.64381114,5900.103407097068,7.549842432189326,7.481134334292064,SMALL,DEBRIS
2001-049BU,7005.727,0.0037279,98.2072,304.2336,140.7615,340.6462,14.80549538,5835.67099799399,7.571140272810648,7.514901019477129,MEDIUM,DEBRIS
2001-049BW,6972.971,0.0042098,98.2354,271.2192,48.262,5.7971,14.90994279,5794.790846410752,7.592560577837164,7.528902243651263,MEDIUM,DEBRIS
2001-049BX,6949.858,0.0032912,97.6109,281.0171,2.5443,41.8822,14.98438205,5766.003543669657,7.598191756522623,7.548341486313797,MEDIUM,DEBRIS
2001-049BY,6894.283,0.0050057,97.7147,88.364,113.6535,246.9963,15.16593324,5696.978790076753,7.64184700213943,7.5657224716246105,SMALL,DEBRIS
2001-049BZ,6970.183,0.0037654,97.9537,320.6008,187.2748,347.1088,14.91889008,5791.315542690827,7.590705123888679,7.533755479931056,SMALL,DEBRIS
2001-049CA,7013.673,0.0017455,98.2339,292.9525,138.2611,342.0214,14.7803413,5845.602496337484,7.551864068139143,7.525546448083078,MEDIUM,DEBRIS
2001-049CC,6917.112,0.0046309,97.8157,314.6699,147.7697,282.8508,15.09091268,5725.299843163628,7.626365729885272,7.556057446398222,SMALL,DEBRIS
2001-049CD,7059.474,0.0044428,97.6109,323.6336,229.8657,129.8651,14.6367375,5902.954808064298,7.547658627856262,7.480889792932382,SMALL,DEBRIS
2001-049CG,6977.204,0.0040963,98.0917,318.1427,180.913,299.264,14.89637523,5800.068719133627,7.589395068945079,7.527471846997302,SMALL,DEBRIS
2001-049CM,7000.11,0.0053158,98.1564,289.5401,332.9456,72.9558,14.823319,5828.654163079132,7.586214000527183,7.505986879091308,MEDIUM,DEBRIS
2001-049CN,7236.431,0.0287836,97.3812,256.4527,133.5427,229.0049,14.10314977,6126.291034913968,7.63854571038952,7.211118903994924,SMALL,DEBRIS
2001-049CS,7012.99,0.005079,98.242,320.2113,19.6946,101.4708,14.7825019,5844.748107219929,7.577450179593248,7.500867404583213,SMALL,DEBRIS
2001-049CT,6902.175,0.0015797,97.4381,324.3404,175.7381,311.485,15.13992822,5706.764176455256,7.611354748353114,7.587345361789123,SMALL,DEBRIS
2001-049CW,6883.382,0.0028067,97.7686,26.1816,332.4637,27.5109,15.20197335,5683.472665737833,7.631095736663416,7.588379236256919,SMALL,DEBRIS
2001-049CX,6915.873,0.0033032,97.7837,319.8879,265.1323,270.0615,15.09497134,5723.760453327234,7.616930534605288,7.5667757161179,MEDIUM,DEBRIS
2001-049CY,6995.549,0.0035987,98.163,326.8146,176.9974,183.1462,14.83781727,5822.958891311377,7.5756665315917555,7.521336945179898,SMALL,DEBRIS
2001-049CZ,6961.389,0.0039716,98.0091,326.4754,86.1105,274.4653,14.94716745,5780.359408497829,7.597063936766207,7.536957656605971,SMALL,DEBRIS
2001-049DG,7046.122,0.0048256,98.322,272.3213,167.3678,205.6162,14.67836025,5886.216071035591,7.557698706663889,7.485108137954501,SMALL,DEBRIS
2001-049FL,6928.095,0.0030066,98.2287,331.9223,233.7272,254.0038,15.05504405,5738.940365305674,7.607951658318419,7.5623406574418555,SMALL,DEBRIS
2001-049FN,7039.738,0.0239214,99.0041,243.851,135.1897,226.8902,14.69833191,5878.218054200954,7.706933054585383,7.346826061271328,SMALL,DEBRIS
2001-049FW,6962.177,0.0025372,97.9783,315.5366,185.5757,174.5184,14.94463122,5781.340384256066,7.585745760926792,7.547350070184097,SMALL,DEBRIS
2001-049HB,6973.16,0.0040819,97.9636,296.5648,291.9866,80.4094,14.90933516,5795.027013129405,7.591485911159931,7.529762487322167,SMALL,DEBRIS
2001-049HP,6973.679,0.0044147,98.0443,332.2998,19.8706,340.4219,14.90767139,5795.673766860513,7.5937305347785795,7.526977146577696,SMALL,DEBRIS
2002-002A,42439.324,0.0011054,4.2635,80.5751,98.1268,263.3467,0.99300188,87008.89871427031,3.0680661808732412,3.0612907896779937,LARGE,PAYLOAD
